# ----------------------------------------
# Report CSV Export
# Account: NSTEM
# Property: NSTEM Website - GA4
# ----------------------------------------
# 
# All Users
# Start date: 20230813
# End date: 20240210
Screen resolution,Users,New users,Engaged sessions,Engagement rate,Engaged sessions per user,Average engagement time,Event count,Conversions,Total revenue
1128x752,5,4,4,0.6666666666666666,0.8,51.8,45,0,0
1290x860,5,5,5,1,1,34.8,31,0,0
1383x864,5,5,4,0.5714285714285714,0.8,19.6,36,0,0
1463x823,5,5,3,0.6,0.6,16.4,25,0,0
1746x982,5,5,5,0.8333333333333334,1,58.4,29,0,0
1920x1243,5,4,7,0.7777777777777778,1.4,89.4,80,0,0
2752x1152,5,5,5,0.8333333333333334,1,68.2,50,0,0
320x676,5,5,5,1,1,47.4,30,0,0
339x753,5,5,4,0.6666666666666666,0.8,37.8,24,0,0
360x771,5,5,3,0.6,0.6,56.4,56,0,0
360x825,5,5,4,0.6666666666666666,0.8,51.2,26,0,0
377x837,5,5,4,0.8,0.8,130.2,22,0,0
3840x1080,5,5,3,0.6,0.6,27,33,0,0
384x811,5,5,1,0.2,0.2,10.4,18,0,0
393x786,5,5,5,1,1,120.4,22,0,0
601x1007,5,5,4,0.8,0.8,16.4,19,0,0
744x1133,5,5,2,0.3333333333333333,0.4,8.8,19,0,0
1098x618,4,4,5,1,1.25,25.25,21,0,0
1138x639,4,4,5,1,1.25,152.75,36,0,0
1164x655,4,4,4,0.8,1,55.5,38,0,0
1200x675,4,4,3,0.6,0.75,35.5,28,0,0
1229x820,4,4,4,0.6666666666666666,1,157.75,46,0,0
1300x731,4,4,3,0.75,0.75,13,17,0,0
1344x840,4,4,4,1,1,223.25,36,0,0
1366x912,4,4,3,0.6,0.75,26.25,20,0,0
1536x865,4,3,4,0.5714285714285714,1,68.5,43,0,0
1715x965,4,3,4,0.8,1,45.25,20,0,0
3840x2160,4,4,4,1,1,50.5,43,0,0
385x860,4,4,3,0.75,0.75,32.25,24,0,0
412x918,4,4,4,1,1,62.25,28,0,0
412x938,4,4,3,0.75,0.75,22.5,20,0,0
1067x600,3,3,3,0.75,1,286,42,0,0
1080x1920,3,2,2,0.6666666666666666,0.6666666666666666,93.66666666666667,8,0,0
1152x720,3,3,1,0.3333333333333333,0.3333333333333333,10.666666666666666,15,0,0
1152x864,3,3,8,0.6153846153846154,2.6666666666666665,2289,274,0,0
1186x667,3,3,3,1,1,70.66666666666667,24,0,0
1255x706,3,3,3,0.6,1,207.66666666666666,23,0,0
1265x791,3,3,5,1,1.6666666666666667,481.6666666666667,132,0,0
1280x768,3,3,3,0.75,1,483.3333333333333,40,0,0
1312x848,3,3,3,1,1,30.666666666666668,13,0,0
1360x765,3,3,2,0.6666666666666666,0.6666666666666666,56,19,0,0
1397x786,3,3,2,0.5,0.6666666666666666,13.666666666666666,21,0,0
1440x932,3,3,5,1,1.6666666666666667,496.6666666666667,125,0,0
1600x1200,3,3,1,0.3333333333333333,0.3333333333333333,12.666666666666666,14,0,0
1628x916,3,3,3,1,1,33,16,0,0
1676x943,3,2,2,0.6666666666666666,0.6666666666666666,12.333333333333334,13,0,0
1745x981,3,3,3,0.75,1,55,28,0,0
1760x990,3,2,3,0.42857142857142855,1,98.33333333333333,41,0,0
2048x1280,3,3,4,1,1.3333333333333333,53.333333333333336,30,0,0
2056x1329,3,3,2,0.6666666666666666,0.6666666666666666,29,14,0,0
320x569,3,2,3,1,1,112.66666666666667,20,0,0
320x687,3,3,2,0.6666666666666666,0.6666666666666666,37,18,0,0
339x727,3,2,1,0.25,0.3333333333333333,27,14,0,0
339x735,3,3,3,1,1,104,14,0,0
346x768,3,3,2,0.6666666666666666,0.6666666666666666,20,14,0,0
384x939,3,3,2,0.6666666666666666,0.6666666666666666,27.666666666666668,15,0,0
388x861,3,3,2,0.5,0.6666666666666666,102.66666666666667,30,0,0
800x1280,3,3,2,0.6666666666666666,0.6666666666666666,12.666666666666666,11,0,0
970x1389,3,3,3,1,1,38.333333333333336,23,0,0
1043x651,2,2,1,0.3333333333333333,0.5,4,9,0,0
1053x702,2,2,4,0.8,2,42.5,20,0,0
1060x707,2,2,1,0.5,0.5,3,7,0,0
1084x722,2,2,2,1,1,32,9,0,0
1139x640,2,2,2,1,1,64.5,12,0,0
1143x643,2,2,1,0.3333333333333333,0.5,1.5,9,0,0
1181x664,2,2,1,0.5,0.5,24.5,10,0,0
1205x753,2,2,0,0,0,0,6,0,0
1208x680,2,2,2,0.6666666666666666,1,64.5,16,0,0
1210x807,2,2,3,0.75,1.5,24,16,0,0
1226x817,2,2,2,1,1,69.5,9,0,0
1280x649,2,2,0,0,0,0,6,0,0
1281x720,2,1,3,1,1.5,91,26,0,0
1348x758,2,2,3,0.6,1.5,23.5,15,0,0
1371x771,2,2,2,0.5,1,71,12,0,0
1372x772,2,2,2,1,1,48,17,0,0
1410x793,2,2,5,0.7142857142857143,2.5,716.5,51,0,0
1410x940,2,2,2,1,1,95.5,17,0,0
1418x798,2,2,2,1,1,29,13,0,0
1440x2560,2,0,2,1,1,109.5,6,0,0
1496x967,2,1,2,0.5,1,16.5,12,0,0
1512x851,2,2,2,1,1,57.5,23,0,0
1517x853,2,2,3,0.75,1.5,212.5,19,0,0
1566x1044,2,2,2,1,1,16.5,9,0,0
1600x1000,2,2,2,1,1,86.5,10,0,0
1600x1080,2,2,4,1,2,150,40,0,0
1603x1002,2,2,2,1,1,20,8,0,0
1616x909,2,2,0,0,0,1,7,0,0
1685x948,2,2,2,1,1,50.5,14,0,0
1706x959,2,2,1,0.5,0.5,22,8,0,0
1807x1016,2,2,1,0.5,0.5,6,7,0,0
1829x1029,2,2,1,0.3333333333333333,0.5,5.5,14,0,0
1920x3000,2,2,2,1,1,14,111,0,0
2048x1153,2,2,1,0.5,0.5,37,8,0,0
2134x1200,2,2,2,1,1,22.5,16,0,0
2246x1264,2,2,2,1,1,61.5,18,0,0
2294x960,2,2,2,1,1,16,9,0,0
2916x1221,2,2,2,0.6666666666666666,1,36.5,21,0,0
3072x1728,2,2,2,0.5,1,123.5,21,0,0
3128x1310,2,2,3,1,1.5,111,40,0,0
320x658,2,2,2,0.6666666666666666,1,30,13,0,0
320x714,2,2,2,1,1,7,11,0,0
347x772,2,2,1,0.5,0.5,54.5,12,0,0
360x748,2,2,1,0.5,0.5,58.5,7,0,0
360x750,2,2,1,0.5,0.5,10,7,0,0
360x757,2,2,1,0.5,0.5,26,7,0,0
376x800,2,2,2,1,1,230,22,0,0
378x811,2,2,2,1,1,158.5,18,0,0
388x883,2,2,1,0.5,0.5,34.5,7,0,0
390x664,2,2,2,1,1,0,8,0,0
424x895,2,2,1,0.5,0.5,6,7,0,0
424x918,2,2,2,1,1,10,8,0,0
424x949,2,2,2,1,1,12,9,0,0
461x1024,2,2,1,0.5,0.5,52,16,0,0
486x1079,2,2,1,0.5,0.5,0,7,0,0
491x1064,2,2,1,0.5,0.5,149,13,0,0
501x1114,2,2,1,0.3333333333333333,0.5,8.5,9,0,0
712x1138,2,2,2,1,1,32.5,8,0,0
800x1334,2,2,2,1,1,20,10,0,0
892x412,2,0,2,1,1,237.5,3,0,0
915x412,2,1,1,0.5,0.5,193.5,5,0,0
1005x565,1,1,1,1,1,12,4,0,0
1024x1300,1,1,1,1,1,5,4,0,0
1024x600,1,1,1,1,1,94,4,0,0
1024x812,1,0,1,1,1,41,6,0,0
1024x820,1,1,1,1,1,22,5,0,0
1047x898,1,0,0,0,0,8,1,0,0
1050x590,1,1,1,1,1,51,5,0,0
1051x591,1,1,0,0,0,5,5,0,0
1056x824,1,0,1,1,1,10,2,0,0
1083x722,1,1,0,0,0,7,4,0,0
1084x812,1,0,1,1,1,31,2,0,0
1092x613,1,1,1,1,1,213,14,0,0
1095x730,1,1,1,1,1,68,5,0,0
1098x686,1,1,1,1,1,28,5,0,0
1104x690,1,0,2,1,2,2860,58,0,0
1114x627,1,1,5,0.45454545454545453,5,612,85,0,0
1120x700,1,1,1,1,1,18,7,0,0
1120x840,1,1,1,1,1,46,9,0,0
1133x708,1,1,1,1,1,15,5,0,0
1138x640,1,1,6,0.75,6,233,46,0,0
1139x641,1,1,1,1,1,7,4,0,0
1143x686,1,1,1,1,1,351,6,0,0
1147x745,1,1,1,1,1,5,4,0,0
1164x728,1,1,0,0,0,0,3,0,0
1168x657,1,1,1,1,1,1,4,0,0
1168x755,1,1,3,0.375,3,2131,47,0,0
1171x781,1,1,0,0,0,7,4,0,0
1176x735,1,1,1,1,1,40,7,0,0
1186x741,1,1,1,1,1,28,5,0,0
1188x668,1,1,1,1,1,14,4,0,0
118x111,1,1,1,1,1,0,6,0,0
118x121,1,0,1,1,1,0,1,0,0
1191x670,1,1,1,1,1,4,4,0,0
1197x673,1,1,1,1,1,35,4,0,0
1200x750,1,1,1,1,1,129,5,0,0
1200x800,1,1,2,0.25,2,29,27,0,0
1213x683,1,1,1,1,1,202,35,0,0
1216x811,1,1,1,0.5,1,14,7,0,0
1250x750,1,1,0,0,0,0,3,0,0
1260x840,1,1,4,1,4,241,24,0,0
1264x843,1,1,1,1,1,61,4,0,0
1268x713,1,1,1,1,1,196,13,0,0
1280x721,1,1,1,1,1,29,4,0,0
1280x801,1,1,1,1,1,14,4,0,0
1280x828,1,1,1,1,1,23,7,0,0
1280x852,1,1,1,1,1,328,7,0,0
1281x800,1,1,1,1,1,76,5,0,0
1300x867,1,1,1,1,1,47,9,0,0
1302x733,1,1,1,1,1,27,8,0,0
1310x819,1,1,1,1,1,56,4,0,0
1312x738,1,1,1,1,1,40,4,0,0
1317x823,1,1,1,1,1,51,8,0,0
1320x880,1,1,1,1,1,2,4,0,0
1326x1496,1,0,1,1,1,23,1,0,0
1327x746,1,1,1,1,1,36,11,0,0
1330x832,1,1,1,1,1,3,4,0,0
1334x889,1,1,2,0.6666666666666666,2,250,21,0,0
1353x761,1,1,0,0,0,3,4,0,0
1366x854,1,1,1,1,1,70,13,0,0
1376x774,1,1,3,1,3,294,22,0,0
1384x779,1,1,0,0,0,0,3,0,0
1392x783,1,1,1,1,1,70,4,0,0
1397x873,1,1,1,0.5,1,95,14,0,0
1400x1050,1,1,1,1,1,1,4,0,0
1412x795,1,1,1,1,1,24,4,0,0
1423x800,1,1,1,1,1,19,4,0,0
1423x889,1,1,1,1,1,509,16,0,0
1429x804,1,1,1,1,1,18,5,0,0
1433x806,1,1,0,0,0,0,3,0,0
1433x807,1,1,1,1,1,58,7,0,0
1436x808,1,1,1,1,1,83,8,0,0
1440x1608,1,0,1,1,1,19,2,0,0
1440x812,1,0,2,1,2,267,16,0,0
1450x816,1,1,1,0.5,1,60,13,0,0
1464x823,1,1,0,0,0,9,4,0,0
1470x827,1,1,1,1,1,56,5,0,0
1470x918,1,1,0,0,0,0,3,0,0
1475x830,1,1,0,0,0,3,4,0,0
1476x830,1,1,1,1,1,6,4,0,0
1477x831,1,1,1,1,1,18,8,0,0
1478x831,1,1,1,1,1,108,12,0,0
1489x838,1,1,1,1,1,2,4,0,0
1498x843,1,1,1,1,1,63,10,0,0
1504x846,1,1,2,1,2,187,11,0,0
1506x848,1,1,1,1,1,13,7,0,0
1512x945,1,1,1,0.5,1,37,7,0,0
1513x1009,1,1,1,1,1,109,5,0,0
1514x632,1,0,2,1,2,2031,61,0,0
1517x1012,1,1,1,1,1,24,7,0,0
1537x864,1,0,1,1,1,270,19,0,0
1537x960,1,1,1,1,1,76,13,0,0
1539x866,1,1,1,1,1,118,4,0,0
1556x875,1,1,3,0.375,3,178,22,0,0
1564x1043,1,1,1,0.5,1,78,18,0,0
1598x999,1,1,2,1,2,184,26,0,0
1601x1002,1,1,1,1,1,17,4,0,0
1614x1009,1,1,1,1,1,67,11,0,0
1620x1080,1,1,1,1,1,20,4,0,0
1626x1016,1,1,1,1,1,15,7,0,0
1639x922,1,1,1,1,1,239,18,0,0
1642x924,1,1,1,1,1,128,14,0,0
1646x1029,1,1,0,0,0,0,3,0,0
1646x1098,1,1,1,1,1,99,7,0,0
1669x939,1,1,1,1,1,30,9,0,0
1674x942,1,1,1,1,1,68,11,0,0
1688x1125,1,1,0,0,0,8,4,0,0
1696x954,1,1,1,1,1,316,4,0,0
1700x956,1,1,1,1,1,55,7,0,0
1715x1143,1,1,1,1,1,16,5,0,0
1728x972,1,0,1,1,1,5,6,0,0
1731x412,1,0,1,1,1,78,6,0,0
1744x1708,1,0,6,0.8571428571428571,6,253,19,0,0
1746x1091,1,1,1,1,1,12,5,0,0
1767x737,1,0,1,1,1,1180,16,0,0
1778x1000,1,1,1,1,1,15,6,0,0
1795x1010,1,1,1,1,1,20,5,0,0
1802x1708,1,0,0,0,0,46,10,0,0
1805x1204,1,1,1,1,1,18,5,0,0
1825x1027,1,1,1,0.5,1,7,6,0,0
1830x1029,1,1,1,1,1,29,6,0,0
1842x1036,1,1,1,1,1,49,5,0,0
1865x1049,1,1,2,0.5,2,1406,30,0,0
1867x935,1,1,1,0.2,1,887,13,0,0
1873x890,1,1,1,1,1,18,5,0,0
1891x1064,1,1,1,1,1,21,8,0,0
1920x1280,1,1,1,1,1,10,5,0,0
1920x2160,1,1,0,0,0,0,3,0,0
2000x1334,1,1,1,1,1,32,4,0,0
2099x1181,1,1,2,1,2,35,10,0,0
2119x884,1,1,5,1,5,2001,98,0,0
2163x1609,1,0,1,1,1,79,26,0,0
230x235,1,0,1,1,1,0,2,0,0
230x245,1,1,1,1,1,0,6,0,0
230x320,1,1,0,0,0,0,3,0,0
2328x1310,1,1,1,0.5,1,32,9,0,0
2371x1334,1,1,1,1,1,16,10,0,0
240x278,1,1,1,1,1,0,5,0,0
2458x1383,1,1,1,1,1,110,8,0,0
2560x2880,1,1,0,0,0,4,4,0,0
2560x720,1,1,1,1,1,6,4,0,0
2560x812,1,0,1,1,1,35,1,0,0
2561x1067,1,1,0,0,0,4,4,0,0
2561x1440,1,1,1,1,1,50,11,0,0
2561x1441,1,1,1,1,1,98,25,0,0
2731x1440,1,1,1,1,1,123,10,0,0
2736x1824,1,1,1,1,1,5,4,0,0
2797x1171,1,1,1,1,1,148,8,0,0
2880x1800,1,0,2,1,2,1052,12,0,0
3072x1729,1,1,0,0,0,9,5,0,0
3200x1333,1,1,0,0,0,6,4,0,0
320x570,1,1,1,1,1,55,4,0,0
320x812,1,0,7,1,7,1926,122,0,0
324x666,1,1,1,1,1,406,4,0,0
3264x1277,1,1,0,0,0,0,3,0,0
331x698,1,1,1,1,1,26,4,0,0
337x472,1,1,0,0,0,0,3,0,0
339x697,1,1,0,0,0,0,3,0,0
3413x1440,1,1,1,1,1,42,5,0,0
342x539,1,1,0,0,0,0,3,0,0
342x760,1,1,1,1,1,99,9,0,0
347x791,1,1,1,1,1,44,4,0,0
347x888,1,1,1,1,1,30,5,0,0
354x788,1,1,1,1,1,32,4,0,0
358x794,1,1,1,1,1,6,4,0,0
360x668,1,1,0,0,0,9,4,0,0
360x747,1,1,0,0,0,0,3,0,0
360x756,1,1,1,1,1,75,4,0,0
360x774,1,1,1,1,1,49,4,0,0
361x722,1,1,0,0,0,0,3,0,0
370x816,1,1,1,1,1,10,4,0,0
371x827,1,1,1,1,1,75,4,0,0
375x750,1,1,0,0,0,3,4,0,0
376x814,1,0,2,1,2,68,14,0,0
377x670,1,1,1,1,1,82,4,0,0
377x816,1,1,1,1,1,9,4,0,0
378x798,1,1,1,1,1,97,9,0,0
378x819,1,1,1,1,1,14,4,0,0
381x867,1,1,1,1,1,17,4,0,0
384x853,1,1,1,1,1,76,4,0,0
385x769,1,0,2,1,2,71,7,0,0
385x811,1,1,1,1,1,53,4,0,0
388x864,1,1,1,1,1,33,6,0,0
393x808,1,1,0,0,0,0,3,0,0
393x818,1,1,0,0,0,0,3,0,0
393x830,1,1,0,0,0,0,3,0,0
393x869,1,1,1,1,1,27,6,0,0
393x875,1,1,1,1,1,158,4,0,0
400x300,1,1,0,0,0,0,4,0,0
400x652,1,0,2,0.6666666666666666,2,12,25,0,0
400x712,1,1,0,0,0,5,4,0,0
400x845,1,1,1,1,1,130,5,0,0
402x1030,1,1,3,1,3,145,29,0,0
4030x843,1,0,0,0,0,24,13,0,0
408x929,1,1,1,1,1,54,9,0,0
411x731,1,1,0,0,0,0,3,0,0
412x5179,1,0,1,1,1,0,1,0,0
412x6220,1,0,1,1,1,0,1,0,0
412x6285,1,0,1,1,1,0,1,0,0
412x865,1,1,1,1,1,207,4,0,0
412x906,1,1,1,1,1,53,19,0,0
412x919,1,1,1,1,1,38,7,0,0
414x851,1,1,1,1,1,32,5,0,0
414x874,1,1,1,1,1,484,4,0,0
424x946,1,1,0,0,0,3,4,0,0
425x812,1,0,1,1,1,29,2,0,0
425x908,1,0,1,1,1,178,41,0,0
431x958,1,1,1,1,1,32,4,0,0
432x864,1,1,0,0,0,0,3,0,0
437x973,1,1,0,0,0,4,4,0,0
442x958,1,1,1,1,1,72,5,0,0
480x854,1,1,1,1,1,40,5,0,0
509x1130,1,1,1,1,1,11,4,0,0
5120x2160,1,1,1,1,1,17,6,0,0
517x826,1,1,1,1,1,13,4,0,0
534x854,1,1,0,0,0,0,3,0,0
562x1247,1,1,1,1,1,0,4,0,0
5760x1080,1,1,1,1,1,24,5,0,0
582x931,1,1,0,0,0,0,3,0,0
600x1000,1,1,1,1,1,0,7,0,0
600x1024,1,1,0,0,0,0,3,0,0
601x962,1,1,0,0,0,0,3,0,0
610x976,1,1,1,1,1,29,7,0,0
640x360,1,0,0,0,0,0,1,0,0
674x842,1,1,0,0,0,0,3,0,0
680x1087,1,1,0,0,0,0,3,0,0
686x1143,1,1,1,1,1,0,5,0,0
706x1177,1,1,0,0,0,10,4,0,0
720x1152,1,1,1,1,1,20,6,0,0
753x1205,1,1,1,1,1,28,4,0,0
764x478,1,1,1,1,1,27,5,0,0
765x1071,1,1,0,0,0,0,3,0,0
7680x1440,1,1,1,1,1,7,5,0,0
768x812,1,0,3,1,3,311,31,0,0
780x360,1,0,1,1,1,12,1,0,0
800x360,1,0,1,1,1,31,1,0,0
810x1440,1,1,1,1,1,47,9,0,0
816x461,1,1,1,1,1,550,17,0,0
820x461,1,1,1,1,1,10,4,0,0
824x384,1,0,0,0,0,0,2,0,0
825x1318,1,1,1,1,1,32,5,0,0
830x518,1,1,1,1,1,22,4,0,0
833x824,1,0,1,1,1,4,1,0,0
869x412,1,0,1,1,1,39,1,0,0
873x393,1,0,0,0,0,71,1,0,0
877x412,1,0,0,0,0,348,1,0,0
